time,aswdifd_s,aswdir_s,t_2m,t_g
2016-10-15 00:00,1759.1444444444444,1501.4427777777778,274.176025390625,276.416015625
2016-10-16 01:00,0,0,274.2509765625,276.2783203125
2016-10-16 02:00,0.0,0.0,274.162841796875,276.14697265625
2016-10-16 03:00,0.0,0.0,273.9169921875,275.97412109375
2016-10-16 04:00,0.0,0.0,273.556640625,275.702880859375
2016-10-16 05:00,0.0,0.0,272.8740234375,275.395263671875
2016-10-16 06:00,1.0072222222222222,0.8677777777777778,272.63232421875,275.155029296875
2016-10-16 07:00,59.05166666666667,50.901666666666664,273.95166015625,275.51318359375
2016-10-16 08:00,175.52055555555555,151.29555555555555,277.23779296875,277.039794921875
2016-10-16 09:00,344.095,296.8955555555556,281.335205078125,279.201171875
2016-10-16 10:00,452.2527777777778,390.93333333333334,284.127197265625,281.28369140625
2016-10-16 11:00,527.7372222222223,457.21666666666664,285.724609375,282.685302734375
2016-10-16 12:00,528.3922222222222,458.7216666666667,286.739013671875,283.58837890625
2016-10-16 13:00,504.9766666666667,439.19055555555553,287.2119140625,284.1455078125
2016-10-16 14:00,414.08222222222224,360.67555555555555,287.071533203125,284.233154296875
2016-10-16 15:00,265.3588888888889,231.405,286.25390625,283.749755859375
2016-10-16 16:00,109.08722222222222,95.20444444444445,285.155029296875,282.82177734375
2016-10-16 17:00,8.827222222222222,7.706111111111111,284.056884765625,281.530517578125
2016-10-16 18:00,0.0,0.0,283.118896484375,280.458984375
2016-10-16 19:00,0.0,0.0,281.511962890625,279.06298828125
2016-10-16 20:00,0.0,0.0,279.98828125,278.293212890625
2016-10-16 21:00,0.0,0.0,277.94873046875,277.8134765625
2016-10-16 22:00,0.0,0.0,276.63623046875,277.380859375
2016-10-16 23:00,0.0,0.0,276.37548828125,277.3251953125
