time,1
2016-10-15 02:00:00+02:00,98.207907885257
2016-10-16 03:00:00+02:00,98.207907885257
2016-10-16 04:00:00+02:00,98.207907885257
2016-10-16 05:00:00+02:00,98.207907885257
2016-10-16 06:00:00+02:00,98.207907885257
2016-10-16 07:00:00+02:00,98.207907885257
2016-10-16 08:00:00+02:00,138.16666272887633
2016-10-16 09:00:00+02:00,1811.3156969608667
2016-10-16 10:00:00+02:00,6225.746304457303
2016-10-16 11:00:00+02:00,14148.314921112156
2016-10-16 12:00:00+02:00,23971.006026100033
2016-10-16 13:00:00+02:00,34991.56501414227
2016-10-16 14:00:00+02:00,45908.61150430604
2016-10-16 15:00:00+02:00,56368.014098678075
2016-10-16 16:00:00+02:00,65061.36563604922
2016-10-16 17:00:00+02:00,70865.46599795211
2016-10-16 18:00:00+02:00,72610.73087406256
2016-10-16 19:00:00+02:00,72611.21057365724
2016-10-16 20:00:00+02:00,72611.21057365724
2016-10-16 21:00:00+02:00,72611.21057365724
2016-10-16 22:00:00+02:00,72611.21057365724
2016-10-16 23:00:00+02:00,72611.21057365724
2016-10-17 00:00:00+02:00,72611.21057365724
2016-10-17 01:00:00+02:00,72611.21057365724
