time,1
2015-10-10 02:00:00+02:00,113.63017670725469
2015-10-11 03:00:00+02:00,113.63017670725469
2015-10-11 04:00:00+02:00,113.63017670725469
2015-10-11 05:00:00+02:00,113.63017670725469
2015-10-11 06:00:00+02:00,113.63017670725469
2015-10-11 07:00:00+02:00,113.63017670725469
2015-10-11 08:00:00+02:00,185.3531446585867
2015-10-11 09:00:00+02:00,1262.0923210067908
2015-10-11 10:00:00+02:00,4889.800827236239
2015-10-11 11:00:00+02:00,9992.60010033732
2015-10-11 12:00:00+02:00,17502.221729307566
2015-10-11 13:00:00+02:00,25142.34771704593
2015-10-11 14:00:00+02:00,33228.838671597536
2015-10-11 15:00:00+02:00,41436.33447282262
2015-10-11 16:00:00+02:00,48265.59656476798
2015-10-11 17:00:00+02:00,53153.71730507958
2015-10-11 18:00:00+02:00,55050.05662871908
2015-10-11 19:00:00+02:00,55051.04135207903
2015-10-11 20:00:00+02:00,55051.04135207903
2015-10-11 21:00:00+02:00,55051.04135207903
2015-10-11 22:00:00+02:00,55051.04135207903
2015-10-11 23:00:00+02:00,55051.04135207903
2015-10-12 00:00:00+02:00,55051.04135207903
2015-10-12 01:00:00+02:00,55051.04135207903
