time,aswdifd_s,aswdir_s,t_2m,t_g
31/05/2015 0:00,7401.65,6343.773888888889,291.30322265625,289.56494140625
01/06/2015 01:00,0,0,290.969482421875,289.146484375
01/06/2015 02:00,0.0,0.0,291.212646484375,288.836181640625
01/06/2015 03:00,0.0,0.0,289.8291015625,288.642822265625
01/06/2015 04:00,3.522222222222222,3.0191666666666666,288.65869140625,288.609619140625
01/06/2015 05:00,77.515,66.45416666666667,289.678955078125,289.58447265625
01/06/2015 06:00,210.53444444444443,180.4911111111111,291.75390625,291.906494140625
01/06/2015 07:00,421.0827777777778,360.9638888888889,293.6923828125,294.150634765625
01/06/2015 08:00,596.6555555555556,511.46722222222223,295.0107421875,296.5166015625
01/06/2015 09:00,745.0627777777778,638.6827777777778,296.06689453125,298.376220703125
01/06/2015 10:00,849.3088888888889,728.0366666666666,296.779052734375,299.808349609375
01/06/2015 11:00,908.0405555555556,778.395,297.05712890625,300.73388671875
01/06/2015 12:00,904.0366666666666,774.9433333333334,296.873046875,301.084716796875
01/06/2015 13:00,832.2777777777778,713.4294444444445,296.779052734375,301.0205078125
01/06/2015 14:00,675.1133333333333,578.7255555555555,296.1572265625,300.36572265625
01/06/2015 15:00,439.5133333333333,376.7944444444444,295.7236328125,299.291748046875
01/06/2015 16:00,313.8277777777778,269.03333333333336,295.423828125,298.349609375
01/06/2015 17:00,215.75333333333333,184.95,295.16259765625,297.481689453125
01/06/2015 18:00,90.27,77.38833333333334,294.451171875,296.236572265625
01/06/2015 19:00,5.272222222222222,4.520555555555555,293.654052734375,294.86669921875
01/06/2015 20:00,0.0,0.0,293.145263671875,293.939697265625
01/06/2015 21:00,0.0,0.0,292.787841796875,293.22705078125
01/06/2015 22:00,0.0,0.0,292.121826171875,292.6220703125
01/06/2015 23:00,0.0,0.0,292.4453125,291.797607421875
