time,aswdifd_s,aswdir_s,t_2m,t_g
01/06/2015 0:00,0.0,0.0,292.748291015625,291.110595703125
02/06/2015 01:00,0,0,292.227783203125,290.830810546875
02/06/2015 02:00,0.0,0.0,291.696533203125,290.87158203125
02/06/2015 03:00,0.0,0.0,291.4677734375,290.93798828125
02/06/2015 04:00,2.368333333333333,2.0308333333333333,290.525146484375,290.96240234375
02/06/2015 05:00,53.52722222222222,45.90138888888889,291.394287109375,291.6826171875
02/06/2015 06:00,151.94833333333332,130.3061111111111,291.867431640625,292.969482421875
02/06/2015 07:00,395.56111111111113,339.155,293.8837890625,294.875732421875
02/06/2015 08:00,587.1572222222222,503.4261111111111,295.20263671875,297.334228515625
02/06/2015 09:00,742.3138888888889,636.4572222222222,296.347900390625,299.273193359375
02/06/2015 10:00,843.5094444444444,723.2177777777778,297.15380859375,300.757080078125
02/06/2015 11:00,887.7416666666667,761.1355555555556,297.462646484375,301.62744140625
02/06/2015 12:00,837.9688888888888,718.4711111111111,297.48974609375,301.8017578125
02/06/2015 13:00,802.9872222222223,688.4772222222222,297.319091796875,301.724853515625
02/06/2015 14:00,598.2066666666667,512.9038888888889,296.971923828125,300.92529296875
02/06/2015 15:00,317.10555555555555,271.8811111111111,296.5263671875,299.498046875
02/06/2015 16:00,335.33444444444444,287.51222222222225,296.762451171875,298.9638671875
02/06/2015 17:00,202.87,173.94444444444446,296.3251953125,298.072021484375
02/06/2015 18:00,85.24,73.08722222222222,295.591064453125,296.913330078125
02/06/2015 19:00,5.622222222222222,4.821666666666666,294.924072265625,295.669677734375
02/06/2015 20:00,0.0,0.0,294.465087890625,294.756103515625
02/06/2015 21:00,0.0,0.0,293.93115234375,294.029296875
02/06/2015 22:00,0.0,0.0,292.890869140625,293.231201171875
02/06/2015 23:00,0.0,0.0,292.62939453125,292.39697265625
