time,aswdifd_s,aswdir_s,t_2m,t_g
02/06/2015 0:00,0.0,0.0,292.576171875,291.734619140625
03/06/2015 01:00,0,0,292.64794921875,291.146728515625
03/06/2015 02:00,0.0,0.0,292.2626953125,290.646728515625
03/06/2015 03:00,0.0,0.0,291.8916015625,290.2265625
03/06/2015 04:00,4.039722222222222,3.463888888888889,291.561279296875,289.92626953125
03/06/2015 05:00,84.6975,72.63388888888889,292.031494140625,290.810302734375
03/06/2015 06:00,243.47333333333333,208.795,293.837890625,293.717529296875
03/06/2015 07:00,425.135,364.58166666666665,295.350830078125,296.051513671875
03/06/2015 08:00,602.6294444444444,516.7961111111111,296.593017578125,298.418701171875
03/06/2015 09:00,752.4872222222223,645.31,297.648193359375,300.420654296875
03/06/2015 10:00,857.1488888888889,735.0488888888889,298.346923828125,301.906005859375
03/06/2015 11:00,913.3733333333333,783.2622222222222,298.683349609375,302.7802734375
03/06/2015 12:00,862.2677777777777,739.4455555555555,298.60986328125,302.937744140625
03/06/2015 13:00,856.2511111111111,734.2827777777778,298.613525390625,303.0107421875
03/06/2015 14:00,716.18,614.165,298.458251953125,302.53173828125
03/06/2015 15:00,546.1711111111111,468.3811111111111,298.101806640625,301.69384765625
03/06/2015 16:00,391.37111111111113,335.635,297.68603515625,300.703125
03/06/2015 17:00,243.18333333333334,208.5511111111111,297.096923828125,299.54736328125
03/06/2015 18:00,89.18444444444444,76.48555555555555,296.2626953125,298.08349609375
03/06/2015 19:00,5.9944444444444445,5.141666666666667,295.5693359375,296.611083984375
03/06/2015 20:00,0.0,0.0,294.973876953125,295.534423828125
03/06/2015 21:00,0.0,0.0,295.004150390625,294.43994140625
03/06/2015 22:00,0.0,0.0,294.57080078125,293.36767578125
03/06/2015 23:00,0.0,0.0,294.12109375,292.54443359375
