time,2t,stl1,ssr,ssrd
01/02/2019 12:00,14.429443359375,12.432373046875,2106612.0,2413990.0
01/02/2019 13:00,14.3642578125,12.41943359375,2446794.0,2803786.0
01/02/2019 14:00,14.19580078125,12.37841796875,2706986.0,3101934.0
01/02/2019 15:00,14.02978515625,12.33837890625,2918004.0,3343744.0
01/02/2019 16:00,13.8232421875,12.20751953125,2982548.0,3417698.0
01/02/2019 17:00,13.771728515625,12.10107421875,2986954.0,3422750.0
