time,value
2015-10-11 08:00:00,822.8571166989999
2015-10-11 08:04:00,1065.08874512
2015-10-11 08:06:00,1000.0
2015-10-11 08:10:00,1107.69226074
2015-10-11 08:12:00,1161.2902832
2015-10-11 08:16:00,1034.48278809
2015-10-11 08:18:00,1052.6315918
2015-10-11 08:22:00,1362.16210938
2015-10-11 08:26:00,1292.30773926
2015-10-11 08:28:00,1491.12426758
2015-10-11 08:30:00,2000.0
2015-10-11 08:34:00,2558.37573242
2015-10-11 08:36:00,1766.87121582
2015-10-11 08:40:00,1684.21057129
2015-10-11 08:42:00,1326.3157959
2015-10-11 08:46:00,1369.56518555
2015-10-11 08:48:00,1591.16027832
2015-10-11 08:52:00,1350.0
2015-10-11 08:54:00,1113.40209961
2015-10-11 10:10:00,5027.93310547
2015-10-11 10:14:00,4972.37548828
2015-10-11 10:16:00,4600.0
2015-10-11 10:20:00,5229.05029297
2015-10-11 10:22:00,4600.0
2015-10-11 10:26:00,4400.0
2015-10-11 10:28:00,3578.94726562
2015-10-11 10:32:00,2769.23071289
2015-10-11 10:34:00,2600.0
2015-10-11 10:38:00,2329.41186523
2015-10-11 10:40:00,1157.7676267642498
2015-10-11 10:44:00,1197.05385780145
2015-10-11 10:46:00,1183.72011757145
2015-10-11 10:48:00,-19.6000003815
2015-10-11 10:50:00,1161.59765625
2015-10-11 10:52:00,2387.75512695
2015-10-11 10:54:00,-20.3999996185
2015-10-11 10:56:00,2482.75854492
2015-10-11 10:58:00,1182.52011680855
2015-10-11 11:00:00,-21.2000007629
2015-10-11 11:02:00,2011.17321777
2015-10-11 11:04:00,936.96840858645
2015-10-11 11:06:00,-20.3999996185
2015-10-11 11:08:00,1515.78942871
2015-10-11 11:10:00,772.40870380575
2015-10-11 11:12:00,-20.3999996185
2015-10-11 11:14:00,808.18182373
2015-10-11 11:16:00,868.04876709
2015-10-11 11:20:00,1064.626831055
2015-10-11 11:22:00,1128.13103008425
2015-10-11 11:24:00,-19.6000003815
2015-10-11 11:26:00,1090.35000038145
2015-10-11 11:28:00,2600.0
2015-10-11 11:30:00,-19.2999992371
2015-10-11 11:32:00,890.19999980925
2015-10-11 11:34:00,790.19999980925
2015-10-11 11:36:00,-20.0
2015-10-11 11:38:00,2105.26318359
2015-10-11 11:40:00,1005.18464374575
2015-10-11 11:42:00,-20.7999992371
2015-10-11 11:44:00,915.31429481645
2015-10-11 11:46:00,693.71064472075
2015-10-11 11:50:00,689.80000019075
2015-10-11 11:52:00,686.13256836
2015-10-11 11:54:00,-20.0
2015-10-11 11:56:00,768.378356935
2015-10-11 11:58:00,790.0
2015-10-11 12:02:00,768.5783567442501
2015-10-11 12:04:00,832.30528545425
2015-10-11 12:06:00,-19.6000003815
2015-10-11 12:08:00,900.46236610645
2015-10-11 12:10:00,1600.0
2015-10-11 12:12:00,-19.2999992371
2015-10-11 12:14:00,808.18182373
2015-10-11 12:16:00,772.608703615
2015-10-11 12:18:00,-20.7999992371
2015-10-11 12:20:00,1392.26513672
2015-10-11 12:22:00,670.23105430855
2015-10-11 12:24:00,-21.2000007629
2015-10-11 12:26:00,1200.0
2015-10-11 12:28:00,713.73793983645
2015-10-11 12:30:00,-20.7999992371
2015-10-11 12:32:00,785.38013935075
2015-10-11 12:34:00,589.80000019075
2015-10-11 12:38:00,538.78051758
2015-10-11 12:40:00,616.86566162
2015-10-11 12:42:00,-20.0
2015-10-11 12:44:00,490.19999980925
2015-10-11 12:46:00,1005.58660889
2015-10-11 12:48:00,-19.6000003815
2015-10-11 12:50:00,607.4928836814499
2015-10-11 12:52:00,490.35000038145
2015-10-11 12:54:00,-19.2999992371
2015-10-11 12:56:00,1000.0
2015-10-11 12:58:00,586.88505840425
2015-10-11 13:00:00,-19.6000003815
2015-10-11 13:02:00,504.28570556499994
2015-10-11 13:04:00,476.28648090375003
2015-10-11 13:08:00,522.14437294145
2015-10-11 13:10:00,487.03757953625
2015-10-11 13:12:00,-20.3999996185
2015-10-11 13:14:00,972.9729614260001
2015-10-11 13:16:00,558.22108173575
2015-10-11 13:18:00,-20.0
2015-10-11 13:20:00,519.411743165
2015-10-11 13:22:00,466.1904907225
2015-10-11 13:24:00,-19.6000003815
2015-10-11 13:26:00,1234.2857666
2015-10-11 13:28:00,474.07097148875
2015-10-11 13:30:00,-19.6000003815
2015-10-11 13:32:00,507.59139442645
2015-10-11 13:34:00,1161.2902832
2015-10-11 13:36:00,-19.2999992371
2015-10-11 13:38:00,535.80452919145
2015-10-11 13:40:00,590.0
2015-10-11 13:44:00,476.28648090375003
2015-10-11 13:46:00,521.9443721785501
2015-10-11 13:48:00,-21.7000007629
2015-10-11 13:50:00,473.27097129805
2015-10-11 13:52:00,895.522399902
2015-10-11 13:54:00,-20.7999992371
2015-10-11 13:56:00,522.34437275075
2015-10-11 13:58:00,392.03464984875
2015-10-11 14:00:00,-20.3999996185
2015-10-11 14:02:00,1022.72729492
2015-10-11 14:04:00,413.5294189455
2015-10-11 14:08:00,476.68648052225006
2015-10-11 14:10:00,952.380981445
2015-10-11 14:12:00,-19.6000003815
2015-10-11 14:14:00,490.19999980925
2015-10-11 14:16:00,401.77855873094995
2015-10-11 14:18:00,-19.6000003815
2015-10-11 14:20:00,1161.2902832
2015-10-11 14:22:00,390.19999980925
2015-10-11 14:24:00,-20.0
2015-10-11 14:26:00,380.90435218795
2015-10-11 14:28:00,822.8571166989999
2015-10-11 14:30:00,-21.2000007629
2015-10-11 14:32:00,389.14999961855
2015-10-11 14:34:00,515.7157955185501
2015-10-11 14:36:00,-20.7999992371
2015-10-11 14:38:00,543.64613056075
2015-10-11 14:40:00,1028.57141113
2015-10-11 14:42:00,-20.3999996185
2015-10-11 14:44:00,822.8571166989999
2015-10-11 14:46:00,463.68420410150003
2015-10-11 14:50:00,390.0
2015-10-11 14:52:00,426.56364727024993
2015-10-11 14:54:00,-19.6000003815
2015-10-11 14:56:00,440.19999980925
2015-10-11 14:58:00,522.7443723692501
2015-10-11 15:02:00,387.99006938925004
2015-10-11 15:04:00,307.647064209
2015-10-11 15:06:00,-20.7999992371
2015-10-11 15:08:00,299.74481773355
2015-10-11 15:10:00,734.6938476560001
2015-10-11 15:12:00,-21.7000007629
2015-10-11 15:14:00,281.29190635705
2015-10-11 15:16:00,299.74481773355
2015-10-11 15:18:00,-20.7999992371
2015-10-11 15:20:00,400.0
2015-10-11 15:22:00,189.80000019075
2015-10-11 15:24:00,-20.3999996185
2015-10-11 15:26:00,387.09677124
2015-10-11 15:28:00,102.5
2015-10-11 15:30:00,-20.0
2015-10-11 15:32:00,179.473678589
2015-10-11 15:34:00,92.8571395875
2015-10-11 15:38:00,93.05713939675
2015-10-11 15:40:00,86.97419261925
2015-10-11 15:42:00,-19.6000003815
2015-10-11 15:44:00,82.50769329075
2015-10-11 15:46:00,201.117324829
2015-10-11 15:48:00,-20.3999996185
2015-10-11 15:50:00,95.48235511795
2015-10-11 15:52:00,-10.60000038145
2015-10-11 15:54:00,-21.7000007629
2015-10-11 15:56:00,213.017745972
2015-10-11 15:58:00,81.23673057555001
2015-10-11 16:00:00,-20.7999992371
2015-10-11 16:02:00,103.00755023974999
2015-10-11 16:04:00,-10.19999980925
2015-10-11 16:08:00,-10.0
2015-10-11 16:10:00,98.4337387085
2015-10-11 16:12:00,-20.0
2015-10-11 16:14:00,-10.0
2015-10-11 16:16:00,-9.80000019075
2015-10-11 16:20:00,-9.80000019075
2015-10-11 16:22:00,82.18673133845002
2015-10-11 16:24:00,-19.6000003815
2015-10-11 16:26:00,-10.0
2015-10-11 16:28:00,0.0
2015-10-11 16:30:00,-20.7999992371
2015-10-11 16:32:00,-10.39999961855
2015-10-11 16:34:00,0.0
2015-10-11 16:36:00,-21.7000007629
2015-10-11 16:38:00,-10.85000038145
2015-10-11 16:40:00,-10.39999961855
2015-10-11 16:44:00,-10.39999961855
2015-10-11 16:46:00,-10.19999980925
2015-10-11 16:48:00,-20.3999996185
2015-10-11 16:50:00,-10.0
2015-10-11 16:52:00,0.0
2015-10-11 16:54:00,-20.0
2015-10-11 16:56:00,-10.0
2015-10-11 16:58:00,-9.80000019075
2015-10-11 17:00:00,-19.6000003815
2015-10-11 17:02:00,0.0
2015-10-11 17:04:00,-9.80000019075
2015-10-11 17:06:00,-19.2999992371
2015-10-11 17:08:00,-9.80000019075
2015-10-11 17:10:00,0.0
2015-10-11 17:12:00,-20.0
2015-10-11 17:14:00,-10.19999980925
2015-10-11 17:16:00,-10.60000038145
2015-10-11 17:18:00,-21.7000007629
2015-10-11 17:20:00,0.0
2015-10-11 17:22:00,-10.60000038145
2015-10-11 17:24:00,-20.7999992371
2015-10-11 17:26:00,-10.39999961855
2015-10-11 17:28:00,0.0
2015-10-11 17:30:00,-20.3999996185
2015-10-11 17:32:00,-10.19999980925
2015-10-11 17:34:00,-10.0
2015-10-11 17:38:00,0.0
2015-10-11 17:40:00,0.0
2015-10-11 17:44:00,0.0
2015-10-11 17:46:00,0.0
2015-10-11 17:50:00,0.0
2015-10-11 17:52:00,0.0
2015-10-11 17:56:00,0.0
2015-10-11 17:58:00,0.0
2015-10-11 18:02:00,0.0
2015-10-11 18:04:00,0.0
2015-10-11 18:08:00,0.0
2015-10-11 18:10:00,0.0
2015-10-11 18:14:00,0.0
2015-10-11 18:16:00,0.0
2015-10-11 18:20:00,0.0
2015-10-11 18:22:00,0.0
2015-10-11 18:26:00,0.0
2015-10-11 18:28:00,0.0
2015-10-11 18:32:00,0.0
2015-10-11 18:34:00,0.0
2015-10-11 18:38:00,0.0
2015-10-11 18:40:00,0.0
2015-10-11 18:44:00,0.0
2015-10-11 18:46:00,0.0
2015-10-11 18:50:00,0.0
2015-10-11 18:52:00,0.0
2015-10-11 18:56:00,0.0
2015-10-11 18:58:00,0.0
2015-10-11 19:04:00,0.0
2015-10-11 19:08:00,0.0
2015-10-11 19:10:00,0.0
2015-10-11 19:14:00,0.0
2015-10-11 19:16:00,0.0
2015-10-11 19:20:00,0.0
2015-10-11 19:22:00,0.0
2015-10-11 19:26:00,0.0
2015-10-11 19:28:00,0.0
2015-10-11 19:32:00,0.0
2015-10-11 19:34:00,0.0
2015-10-11 19:38:00,0.0
2015-10-11 19:40:00,0.0
2015-10-11 19:44:00,0.0
2015-10-11 19:46:00,0.0
2015-10-11 19:50:00,0.0
2015-10-11 19:52:00,0.0
2015-10-11 19:56:00,0.0
2015-10-11 19:58:00,0.0
2015-10-11 20:02:00,0.0
2015-10-11 20:04:00,0.0
2015-10-11 20:08:00,0.0
2015-10-11 20:10:00,0.0
2015-10-11 20:14:00,0.0
2015-10-11 20:16:00,0.0
2015-10-11 20:20:00,0.0
2015-10-11 20:22:00,0.0
2015-10-11 20:26:00,0.0
2015-10-11 20:28:00,0.0
2015-10-11 20:32:00,0.0
2015-10-11 20:34:00,0.0
2015-10-11 20:38:00,0.0
2015-10-11 20:40:00,0.0
2015-10-11 20:44:00,0.0
2015-10-11 20:46:00,0.0
2015-10-11 20:50:00,0.0
2015-10-11 20:52:00,0.0
2015-10-11 20:56:00,0.0
2015-10-11 20:58:00,0.0
2015-10-11 21:02:00,0.0
2015-10-11 21:04:00,0.0
2015-10-11 21:08:00,0.0
2015-10-11 21:10:00,0.0
2015-10-11 21:14:00,0.0
2015-10-11 21:16:00,0.0
2015-10-11 21:20:00,0.0
2015-10-11 21:22:00,0.0
2015-10-11 21:26:00,0.0
2015-10-11 21:28:00,0.0
2015-10-11 21:32:00,0.0
2015-10-11 21:34:00,0.0
2015-10-11 21:38:00,0.0
2015-10-11 21:40:00,0.0
2015-10-11 21:44:00,0.0
2015-10-11 21:46:00,0.0
2015-10-11 21:50:00,0.0
2015-10-11 21:52:00,0.0
2015-10-11 21:56:00,0.0
2015-10-11 21:58:00,0.0
2015-10-11 22:02:00,0.0
2015-10-11 22:04:00,0.0
2015-10-11 22:08:00,0.0
2015-10-11 22:10:00,0.0
2015-10-11 22:14:00,0.0
2015-10-11 22:18:00,0.0
2015-10-11 22:20:00,0.0
2015-10-11 22:22:00,0.0
2015-10-11 22:26:00,0.0
2015-10-11 22:28:00,0.0
2015-10-11 22:32:00,0.0
2015-10-11 22:34:00,0.0
2015-10-11 22:38:00,0.0
2015-10-11 22:40:00,0.0
2015-10-11 22:44:00,0.0
2015-10-11 22:46:00,0.0
2015-10-11 22:50:00,0.0
2015-10-11 22:52:00,0.0
2015-10-11 22:58:00,0.0
2015-10-11 23:02:00,0.0
2015-10-11 23:04:00,0.0
2015-10-11 23:08:00,0.0
2015-10-11 23:10:00,0.0
2015-10-11 23:14:00,0.0
2015-10-11 23:16:00,0.0
2015-10-11 23:20:00,0.0
2015-10-11 23:22:00,0.0
2015-10-11 23:26:00,0.0
2015-10-11 23:28:00,0.0
2015-10-11 23:32:00,0.0
2015-10-11 23:34:00,0.0
2015-10-11 23:38:00,0.0
2015-10-11 23:40:00,0.0
2015-10-11 23:44:00,0.0
2015-10-11 23:46:00,0.0
2015-10-11 23:50:00,0.0
2015-10-11 23:52:00,0.0
2015-10-11 23:56:00,0.0
